	Record_num	Operator_id	ALM_COOL_PUMP_RUN_COL_RET_VALVE_CLS	ALM_COOL_PUMP_WORK_HRS_MAX	ALM_INLET_FLOW_HIGH	ALM_INLET_FLOW_LOW	ALM_INLET_PRESSURE_MIN	ALM_P1_FILTER_CLOGGED	ALM_P1_WORK_HRS_MAX	ALM_P2_FILTER_CLOGGED	ALM_P2_WORK_HRS_MAX	ALM_P3_FILTER_CLOGGED	ALM_P3_WORK_HRS_MAX	ALM_RP_FILTER_CLOGGED	ALM_RP_WORK_HRS_MAX	ALM_TANK_LEVEL_HIGH	ALM_TANK_LEVEL_LOW	ALM_TANK_TEMP_MAX	ALM_TANK_TEMP_MIN	STAT_COOL_PUMP_RUN	STAT_COOL_RET_VALVE_OPEN	STAT_DISCHG_VALVE_OPEN	STAT_HEATER_RUN	STAT_INLET_VALVE_OPEN	STAT_P1_RUN	STAT_P2_RUN	STAT_P3_RUN	STAT_RP_RUN	STAT_COOL_PUMP_WORK_HRS	STAT_FLOW_IN	STAT_P1_WORK_HRS	STAT_P2_WORK_HRS	STAT_P3_WORK_HRS	STAT_RP_WORK_HRS	STAT_OUTSIDE_TEMP	STAT_P1_FILTER_CLOG	STAT_P2_FILTER_CLOG	STAT_P3_FILTER_CLOG	STAT_PRESSURE_IN	STAT_RP_FILTER_CLOG	STAT_TANK_LEVEL	STAT_TANK_TEMP	CMD_COOL_PUMP_START	CMD_COOL_PUMP_STOP	CMD_COOL_PUMP_WORK_HRS_RESET	CMD_COOL_RET_VALVE_CLOSE	CMD_COOL_RET_VALVE_OPEN	CMD_DISCHG_VALVE_CLOSE	CMD_DISCHG_VALVE_OPEN	CMD_HEATER_START	CMD_HEATER_STOP	CMD_INLET_VALVE_CLOSE	CMD_INLET_VALVE_OPEN	CMD_P1_FILTER_CLEAN	CMD_P1_START	CMD_P1_STOP	CMD_P1_WORK_HRS_RESET	CMD_P2_FILTER_CLEAN	CMD_P2_START	CMD_P2_STOP	CMD_P2_WORK_HRS_RESET	CMD_P3_FILTER_CLEAN	CMD_P3_START	CMD_P3_STOP	CMD_P3_WORK_HRS_RESET	CMD_RP_FILTER_CLEAN	CMD_RP_START	CMD_RP_STOP	CMD_RP_WORK_HRS_RESET	SET_COOL_PUMP_POWER	SET_HEAT_EXCHG_VALVE_OPEN	SET_P1_POWER	SET_P2_POWER	SET_P3_POWER	SET_RP_POWER
209950	14373	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9000	75	13270	59940	58970	40590	43.7999	85.96829	100.2914	49.77647	5.212762	6.299996	53.5	29.09294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
209967	14374	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9000	75	13290	59940	58990	40590	43.9999	86.16829	100.2914	49.97647	5.192762	6.299996	52.5	29.29294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
209984	14375	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9000	75	13500	59940	59200	40800	46.09987	77.76826	100.2914	41.57644	6.032765	8.399996	42.0	31.39295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210001	14376	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9000	75	13870	59940	59570	40800	49.79981	81.4682	100.2914	45.27638	5.662771	8.399996	23.5	35.0929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210018	14377	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9000	75	13870	59940	59570	40800	49.79981	81.4682	100.2914	45.27638	5.662771	8.399996	23.5	35.0929	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210035	14378	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	9000	75	13870	59940	59570	40800	49.79981	81.4682	100.2914	45.27638	5.662771	8.399996	23.5	35.0929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210052	14379	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9060	75	13930	59940	59630	40800	49.79981	82.06819	100.2914	45.87637	5.602772	8.399996	20.5	29.0929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210069	14380	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9060	75	13930	59940	59630	40800	49.79981	82.06819	100.2914	45.87637	5.602772	8.399996	20.5	29.0929	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210086	14381	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9060	75	13930	59940	59630	40800	49.79981	82.06819	100.2914	45.87637	5.602772	8.399996	20.5	29.0929	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210103	14382	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9060	75	14050	59940	59750	40800	48.59983	83.26817	100.2914	47.07635	5.482774	8.399996	14.5	30.29291	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210120	14383	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9060	75	14340	59940	60040	40800	45.69987	86.16813	100.2914	49.97631	5.192778	8.399996	72.5	33.1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210137	14384	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	9060	75	14410	59940	60110	40870	44.99989	83.36812	100.2914	47.1763	5.472779	9.099998	86.5	33.89289	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210154	14385	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9060	75	14420	59940	60120	40880	44.89989	82.96812	100.2914	46.7763	5.512779	9.199999	86.0	33.99289	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210171	14386	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9060	75	14430	59940	60130	40890	44.79989	82.56812	100.2914	46.3763	5.552779	9.299999	85.5	34.09288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210188	14387	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9060	75	14530	59940	60230	40990	43.7999	78.5681	100.2914	42.37628	5.952781	10.3	80.5	35.09287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
210205	14388	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9060	75	14530	59940	60230	40990	43.7999	78.5681	100.2914	42.37628	5.952781	10.3	80.5	35.09287	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
210222	14389	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	9060	75	14530	59940	60230	40990	43.7999	78.5681	100.2914	42.37628	5.952781	10.3	80.5	35.09287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	50
210239	14390	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	9080	75	14550	59940	60250	41010	43.59991	77.7681	100.2914	41.57628	6.032781	10.5	79.5	33.09287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	100	72	0	78	50
210256	14391	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9120	75	14590	59940	60290	41010	43.19991	78.16809	100.2914	41.97627	5.992782	10.5	77.5	29.09287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210273	14392	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9120	75	14590	59940	60290	41010	43.19991	78.16809	100.2914	41.97627	5.992782	10.5	77.5	29.09287	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210290	14393	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9120	75	14590	59940	60290	41010	43.19991	78.16809	100.2914	41.97627	5.992782	10.5	77.5	29.09287	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210307	14394	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9120	75	15190	59940	60890	41010	37.2	84.168	100.2914	47.97618	5.392791	10.5	47.5	35.09283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210324	14395	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9120	75	15190	59940	60890	41010	37.2	84.168	100.2914	47.97618	5.392791	10.5	47.5	35.09283	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210341	14396	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	9120	75	15190	59940	60890	41010	37.2	84.168	100.2914	47.97618	5.392791	10.5	47.5	35.09283	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210358	14397	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9180	75	15250	59940	60950	41010	36.60001	84.76799	100.2914	48.57617	5.332792	10.5	44.5	29.09283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210375	14398	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	9180	75	15250	59940	60950	41010	36.60001	84.76799	100.2914	48.57617	5.332792	10.5	44.5	29.09283	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210392	14399	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9180	75	15250	59940	60950	41010	36.60001	84.76799	100.2914	48.57617	5.332792	10.5	44.5	29.09283	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210409	14400	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9180	75	15390	59940	61090	41010	35.20004	86.16797	100.2914	49.97615	5.192794	10.5	37.5	30.49284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210426	14401	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9180	75	15600	59940	61300	41220	33.10007	77.76794	100.2914	41.57612	6.032797	12.60001	27.0	32.59284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210443	14402	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9180	75	15850	59940	61550	41220	30.60008	80.2679	100.2914	44.07608	5.782801	12.60001	14.5	35.0928	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210460	14403	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9180	75	15850	59940	61550	41220	30.60008	80.2679	100.2914	44.07608	5.782801	12.60001	14.5	35.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210477	14404	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9180	75	15850	59940	61550	41220	30.60008	80.2679	100.2914	44.07608	5.782801	12.60001	14.5	35.0928	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210494	14405	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	9180	75	15850	59940	61550	41220	30.60008	80.2679	100.2914	44.07608	5.782801	12.60001	14.5	35.0928	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	72	0	78	0
210511	14406	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	9240	75	15910	59940	61610	41220	30.00008	80.86789	100.2914	44.67607	5.722802	12.60001	26.5	29.0928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210528	14407	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	9240	75	15910	59940	61610	41220	30.00008	80.86789	100.2914	44.67607	5.722802	12.60001	26.5	29.0928	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210545	14408	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	9240	75	15910	59940	61610	41220	30.00008	80.86789	100.2914	44.67607	5.722802	12.60001	26.5	29.0928	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210562	14409	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	16210	59940	61910	41220	27.00006	83.86784	100.2914	47.67603	5.422807	12.60001	86.5	32.09281	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210579	14410	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	16220	59940	61920	41220	26.90006	83.96784	100.2914	47.77602	5.412807	12.60001	86.0	31.99281	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210596	14411	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	16230	59940	61930	41220	26.80006	84.06784	100.2914	47.87602	5.402807	12.60001	85.5	31.89281	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210613	14412	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	16440	59940	62140	41220	24.70006	86.16781	100.2914	49.97599	5.19281	12.60001	75.0	29.7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210630	14413	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9240	75	16650	59940	62350	41430	22.60005	77.76778	100.2914	41.57596	6.032813	14.70002	64.5	27.69279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210647	14414	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	17490	59940	63190	41430	14.20002	86.16765	100.2914	49.97583	5.192826	14.70002	22.5	19.29276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210664	14415	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9240	75	17650	59940	63350	41590	12.60001	79.76762	100.2914	43.57581	5.832829	16.30003	14.5	17.69276	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210681	14416	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	9240	75	17700	59940	63400	41640	12.10001	77.76762	100.2914	41.5758	6.032829	16.80003	24.5	17.19275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210698	14417	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	17920	59940	63620	41640	9.9	79.96758	100.2914	43.77576	5.812833	16.80003	68.5	14.99275	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210715	14418	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	9240	75	17950	59940	63650	41640	9.599998	80.26758	100.2914	44.07576	5.782833	16.80003	74.5	20.99275	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210732	14419	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	18010	59940	63710	41640	8.999996	80.86757	100.2914	44.67575	5.722834	16.80003	86.5	20.39274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210749	14420	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	18020	59940	63720	41640	8.899996	80.96757	100.2914	44.77575	5.712834	16.80003	86.0	20.29274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210766	14421	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	18030	59940	63730	41640	8.799995	81.06757	100.2914	44.87575	5.702834	16.80003	85.5	20.19274	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210783	14422	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	18540	59940	64240	41640	3.699997	86.16749	100.2914	49.97567	5.192842	16.80003	60.0	15.09272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210800	14423	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9240	75	18550	59940	64250	41650	3.599997	85.76749	100.2914	49.57567	5.232842	16.90003	59.5	14.99272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210817	14424	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	9240	75	18580	59940	64280	41680	3.299997	84.56748	100.2914	48.37566	5.352843	17.20003	58.0	20.99272	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	50
210834	14425	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9240	75	18750	59940	64450	41850	1.599998	77.76746	100.2914	41.57564	6.032845	18.90004	49.5	19.29272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210851	14426	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	19180	59940	64880	41850	2.699998	82.06739	100.2914	45.87557	5.602852	18.90004	28.0	14.9927	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210868	14427	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	9240	75	19210	59940	64910	41850	2.999998	82.36739	100.2914	46.17557	5.572852	18.90004	26.5	20.9927	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210885	14428	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	19450	59940	65150	41850	5.399995	84.76735	100.2914	48.57553	5.332856	18.90004	14.5	18.59269	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210902	14429	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	19590	59940	65290	41850	6.799994	86.16733	100.2914	49.97551	5.192858	18.90004	42.5	17.19269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
210919	14430	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	9240	75	19800	59940	65500	42060	8.899996	77.7673	100.2914	41.57548	6.032861	21.00004	84.5	15.09268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
210936	14431	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	19810	59940	65510	42060	8.999996	77.86729	100.2914	41.67548	6.022861	21.00004	86.5	14.99268	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210953	14432	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	19810	59940	65510	42060	8.999996	77.86729	100.2914	41.67548	6.022861	21.00004	86.5	14.99268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210970	14433	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	9240	75	19820	59940	65520	42060	9.099997	77.96729	100.2914	41.77547	6.012862	21.00004	86.0	16.99268	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
210987	14434	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	9240	75	19830	59940	65530	42060	9.199997	78.06729	100.2914	41.87547	6.002862	21.00004	85.5	18.99268	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211004	14435	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	9240	75	19840	59940	65540	42060	9.299997	78.16729	100.2914	41.97547	5.992862	21.00004	85.0	20.99268	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211021	14436	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	20640	59940	66340	42060	17.30003	86.16717	100.2914	49.97535	5.192874	21.00004	45.0	22.39268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
211038	14437	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9240	75	20850	59940	66550	42270	19.40004	77.76714	100.2914	41.57532	6.032877	23.10005	34.5	24.49269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	72	0	78	50
211055	14438	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	21250	59940	66950	42270	23.40005	81.76707	100.2914	45.57526	5.632884	23.10005	14.5	28.49271	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211072	14439	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	9240	75	21610	59940	67310	42270	27.00006	85.36702	100.2914	49.1752	5.272889	23.10005	86.5	32.09272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211089	14440	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	21620	59940	67320	42270	27.10007	85.46702	100.2914	49.2752	5.262889	23.10005	86.0	32.19272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211106	14441	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	21630	59940	67330	42270	27.20007	85.56702	100.2914	49.3752	5.252889	23.10005	85.5	32.29272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	78	0
211123	14442	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9240	75	21690	59940	67390	42270	27.80007	86.16701	100.2914	49.97519	5.19289	23.10005	82.5	32.89271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	72	0	78	50
